Bins,Observed,Modeled
-20.0,0.0,7.503851977348372e-05
-19.595959595959595,0.0,7.622960738893585e-05
-19.19191919191919,0.0,8.170861042001561e-05
-18.78787878787879,0.0,8.74258309741858e-05
-18.383838383838384,0.0,8.718761345109537e-05
-17.97979797979798,0.0,8.766404849727622e-05
-17.575757575757574,0.0,9.385770409762725e-05
-17.171717171717173,0.0,0.00010076601226724957
-16.767676767676768,0.0,0.00010433927511360593
-16.363636363636363,0.0,0.00010648323282141975
-15.959595959595958,0.0,0.00011934697906830269
-15.555555555555555,0.0,0.00012911389751501007
-15.151515151515152,0.0,0.0001410247736695313
-14.747474747474747,0.0,0.00014721842926988235
-14.343434343434343,0.004739336492890996,0.0001650847435016642
-13.93939393939394,0.0,0.00016889622387111097
-13.535353535353536,0.0,0.00017937779488708965
-13.131313131313131,0.004739336492890996,0.00019557658645723852
-12.727272727272727,0.0,0.00019486193388796726
-12.323232323232324,0.0,0.00022344803665881819
-11.919191919191919,0.0,0.00023488247776715858
-11.515151515151516,0.0,0.0002672800609074563
-11.11111111111111,0.0,0.0003020598192786583
-10.707070707070708,0.004739336492890996,0.00032897839938787624
-10.303030303030303,0.0,0.0003556587619740038
-9.8989898989899,0.0,0.000400681873838094
-9.494949494949495,0.0,0.00042783867147040244
-9.090909090909092,0.0,0.0004716706957190405
-8.686868686868687,0.0,0.0005479003031079764
-8.282828282828284,0.0,0.0006210330826967367
-7.878787878787879,0.0,0.0006410433546363323
-7.474747474747476,0.0,0.000765392901689534
-7.070707070707071,0.004739336492890996,0.0008592506057871612
-6.666666666666666,0.0,0.0010136155607497564
-6.262626262626263,0.0,0.001211574322437899
-5.858585858585858,0.0,0.0013895228121864462
-5.454545454545455,0.0,0.0016606143534633492
-5.05050505050505,0.0,0.002057246529408906
-4.646464646464647,0.009478672985781991,0.002515577043834883
-4.242424242424242,0.0,0.003176630670410811
-3.8383838383838373,0.004739336492890996,0.0041044879228480146
-3.434343434343436,0.0,0.005515212094589508
-3.030303030303031,0.009478672985781991,0.007584845935199117
-2.6262626262626263,0.0,0.011153106213570586
-2.2222222222222214,0.009478672985781991,0.01724456649651583
-1.8181818181818201,0.014218009478672985,0.029265737364227922
-1.4141414141414153,0.06635071090047394,0.056066638017039226
-1.0101010101010104,0.09004739336492891,0.1202969905503873
-0.6060606060606055,0.27488151658767773,0.23314611024135246
-0.20202020202020066,0.22274881516587677,0.2278533933133294
0.20202020202020066,0.0947867298578199,0.11624348117748064
0.6060606060606055,0.06635071090047394,0.054395303875036806
1.0101010101010104,0.018957345971563982,0.0286692406864095
1.4141414141414153,0.03317535545023697,0.01685603371635535
1.8181818181818166,0.009478672985781991,0.010907265729741267
2.2222222222222214,0.009478672985781991,0.007554115874720452
2.6262626262626263,0.018957345971563982,0.005411111036998993
3.030303030303031,0.009478672985781991,0.004076378255123345
3.4343434343434325,0.004739336492890996,0.0031135030267918484
3.8383838383838373,0.009478672985781991,0.0025093833882345318
4.242424242424242,0.0,0.0020384273450847626
4.646464646464647,0.0,0.0016684755317253332
5.050505050505048,0.0,0.0013923814224635312
5.454545454545453,0.0,0.0012122889750071704
5.858585858585858,0.0,0.0010048015123954107
6.262626262626263,0.004739336492890996,0.000872590787080225
6.666666666666668,0.0,0.0007515762853502893
7.070707070707069,0.0,0.0006696294574071833
7.474747474747474,0.0,0.0005860151068024443
7.878787878787879,0.0,0.0005243167683220243
8.282828282828284,0.0,0.00046595347516487036
8.686868686868685,0.0,0.0004311737167936684
9.09090909090909,0.0,0.0003918678254837483
9.494949494949495,0.0,0.00034922688885056233
9.8989898989899,0.0,0.00033278987975732304
10.303030303030301,0.0,0.0002944368585397647
10.707070707070706,0.0,0.000268232930999818
11.11111111111111,0.0,0.00024965196419876487
11.515151515151516,0.0,0.00022868882216680754
11.919191919191917,0.0,0.00021058429041193526
12.323232323232325,0.0,0.0002070110275655789
12.727272727272727,0.0,0.0001915268885647013
13.131313131313128,0.0,0.00016103504560912698
13.535353535353536,0.0,0.00016270256827075993
13.939393939393938,0.0,0.00014412160146970684
14.343434343434346,0.0,0.0001457891241313398
14.747474747474747,0.0,0.00013459290054608985
15.151515151515149,0.0,0.00013078142017664305
15.555555555555557,0.0,0.00011482084612958461
15.959595959595958,0.0,9.886027208252617e-05
16.36363636363636,0.0,0.00011767945640666971
16.767676767676768,0.0,9.71927494208932e-05
17.17171717171717,0.0,9.433413914380811e-05
17.575757575757578,0.0,8.599652583564325e-05
17.97979797979798,0.0,9.123731134363259e-05
18.38383838383838,0.0,7.789713005056881e-05
18.78787878787879,0.0,7.432386720421245e-05
19.19191919191919,0.0,7.337099711185075e-05
19.5959595959596,0.0,7.360921463494117e-05
